Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,isim_temiz_x,isim_temiz_fuzzy,isim_temiz_y,Piyasa_Degeri
190,Meschak Elia,cdÂ COD,MF,Alanyaspor,28-270,1997,19,5,554,6.Åub,1,0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,Matches,meschak elia,meschack elia,meschack elia,2.00 mil. €
191,Eren Elmalı,trÂ TUR,"DF,MF",Galatasaray,25-300,2000,23,15,"1,412",15.Tem,3,0,3,3,0,0,3,0,0.19,0.0,0.19,0.19,0.19,Matches,eren elmalı,eren elmalı,eren elmalı,5.00 mil. €
193,Bartuğ Elmaz,trÂ TUR,MF,Fatih Karagümrük,23-073,2003,13,9,832,9.Åub,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,Matches,bartug elmaz,bartug elmaz,bartug elmaz,1.50 mil. €
195,Yunus Emre Çift,trÂ TUR,"MF,DF",Samsunspor,22-244,2003,20,8,657,7.Mar,0,0,0,0,0,0,4,0,0.0,0.0,0.00,0.00,0.00,Matches,yunus emre cift,yunus emre cift,yunus emre cift,600 bin €
199,Onur Ergün,trÂ TUR,MF,Başakşehir,33-169,1992,17,3,326,3.Haz,0,1,1,0,0,0,1,0,0.0,0.28,0.28,0.00,0.28,Matches,onur ergun,onur ergun,onur ergun,200 bin €
202,Deniz Ertaş,trÂ TUR,GK,Konyaspor,21-044,2005,11,11,990,11.0,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.00,0.09,Matches,deniz ertas,deniz ertas,deniz ertas,3.50 mil. €
203,Ricardo Esgaio,ptÂ POR,DF,Fatih Karagümrük,32-352,1993,23,21,"1,909",21.Åub,0,0,0,0,0,0,3,0,0.0,0.0,0.00,0.00,0.00,Matches,ricardo esgaio,ricardo esgaio,ricardo esgaio,800 bin €
204,Mustafa Eskihellaç,trÂ TUR,"DF,MF",Trabzonspor,28-363,1997,29,27,"2,315",25.Tem,0,4,4,0,0,0,7,1,0.0,0.16,0.16,0.00,0.16,Matches,mustafa eskihellac,mustafa eskihellac,mustafa eskihellac,3.50 mil. €
208,Andri Fannar Baldursson,isÂ ISL,MF,Kasımpaşa,24-113,2002,29,29,"2,537",28.Åub,0,1,1,0,0,0,8,0,0.0,0.04,0.04,0.00,0.04,Matches,andri fannar baldursson,andri fannar baldursson,andri fannar baldursson,1.50 mil. €
210,Abbosbek Fayzullayev,uzÂ UZB,MF,Başakşehir,22-212,2003,18,13,"1,002",11.Oca,2,2,4,2,0,0,4,0,0.18,0.18,0.36,0.18,0.36,Matches,abbosbek fayzullayev,abbosbek fayzullaev,abbosbek fayzullaev,7.00 mil. €
211,Marcos Felipe,brÂ BRA,GK,Eyüpspor,30-020,1996,19,19,"1,71",19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.00,0.00,0.00,Matches,marcos felipe,marcos felipe,marcos felipe,2.00 mil. €
212,Ohis Felix Uduokhai,deÂ GER,DF,Beşiktaş,28-236,1997,15,12,"1,126",12.May,0,0,0,0,0,0,4,0,0.0,0.0,0.00,0.00,0.00,Matches,ohis felix uduokhai,felix uduokhai,felix uduokhai,4.00 mil. €
213,Yahia Fofana,ciÂ CIV,GK,Rizespor,25-255,2000,25,25,"2,25",25.0,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.00,0.04,Matches,yahia fofana,yahia fofana,yahia fofana,5.00 mil. €
214,Fred,brÂ BRA,MF,Fenerbahçe,33-059,1993,28,13,"1,298",14.Nis,0,4,4,0,0,0,2,0,0.0,0.28,0.28,0.00,0.28,Matches,fred,fred,fred,6.00 mil. €
215,Godfried Frimpong,nlÂ NED,DF,Kasımpaşa,27-012,1999,25,24,"2,103",23.Nis,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.00,0.04,Matches,godfried frimpong,godfried frimpong,godfried frimpong,2.00 mil. €
216,Karamba Gassama,gmÂ GAM,"MF,FW",Gaziantep FK,21-121,2005,14,5,555,6.Åub,0,1,1,0,0,0,0,0,0.0,0.16,0.16,0.00,0.16,Matches,karamba gassama,karamba gassama,karamba gassama,300 bin €
218,Baran Gezek,trÂ TUR,MF,Eyüpspor,20-250,2005,14,13,"1,175",13.Oca,0,0,0,0,0,0,1,0,0.0,0.0,0.00,0.00,0.00,Matches,baran gezek,baran gezek,baran gezek,1.00 mil. €
219,Lautaro Gianetti,arÂ ARG,DF,Antalyaspor,32-171,1993,26,18,"1,605",17.AÄu,1,1,2,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,Matches,lautaro gianetti,lautaro giannetti,lautaro giannetti,1.50 mil. €
220,Andreas Gianniotis,grÂ GRE,GK,Kasımpaşa,33-142,1992,31,31,"2,79",31.0,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,Matches,andreas gianniotis,andreas gianniotis,andreas gianniotis,350 bin €
222,Allan Godói,brÂ BRA,DF,Göztepe,33-029,1993,26,19,"1,79",19.Eyl,0,2,2,0,0,0,2,0,0.0,0.1,0.10,0.00,0.10,Matches,allan godoi,allan godoi,allan godoi,100 bin €
224,Soner Gönül,trÂ TUR,"DF,MF",Samsunspor,28-326,1997,16,7,745,8.Mar,0,0,0,0,0,0,4,0,0.0,0.0,0.00,0.00,0.00,Matches,soner gonul,soner gonul,soner gonul,600 bin €
225,Zafer Görgen,,GK,Gaziantep FK,25-316,2000,20,20,"1,8",20.0,0,0,0,0,0,0,3,0,0.0,0.0,0.00,0.00,0.00,Matches,zafer gorgen,zafer gorgen,zafer gorgen,800 bin €
226,Dimitris Goutas,grÂ GRE,DF,Gençlerbirliği,32-029,1994,30,30,"2,635",29.Mar,2,0,2,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07,Matches,dimitris goutas,dimitrios goutas,dimitrios goutas,900 bin €
227,Andre Gray,jmÂ JAM,FW,Fatih Karagümrük,34-311,1991,12,6,525,5.AÄu,0,0,0,0,0,0,0,0,0.0,0.0,0.00,0.00,0.00,Matches,andre gray,charles-andre raux-yao,charles-andre raux-yao,250 bin €
228,Ivo Grbić,hrÂ CRO,GK,Fatih Karagümrük,30-105,1996,31,31,"2,79",31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.00,0.00,0.00,Matches,ivo grbic,ivo grbic,ivo grbic,1.20 mil. €
229,Mattéo Guendouzi,frÂ FRA,MF,Fenerbahçe,27-019,1999,14,14,"1,252",13.Eyl,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,matteo guendouzi,matteo guendouzi,matteo guendouzi,28.00 mil. €
231,Semih Güler,,DF,Kayserispor,31-154,1994,14,12,"1,111",12.Mar,0,0,0,0,0,0,1,0,0.0,0.0,0.00,0.00,0.00,Matches,semih guler,semih guler,semih guler,900 bin €
232,Semih Güler,,DF,Gaziantep FK,31-154,1994,14,7,767,8.May,0,0,0,0,0,0,1,0,0.0,0.0,0.00,0.00,0.00,Matches,semih guler,semih guler,semih guler,900 bin €
234,İlkay Gündoğan,deÂ GER,MF,Galatasaray,35-191,1990,22,13,"1,253",13.Eyl,2,3,5,2,0,0,1,0,0.14,0.22,0.36,0.14,0.36,Matches,ilkay gundogan,ilkay gundogan,ilkay gundogan,2.50 mil. €
235,Umut Güneş,trÂ TUR,MF,Başakşehir,26-048,2000,28,25,"1,999",22.Åub,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,Matches,umut gunes,umut gunes,umut gunes,2.50 mil. €
236,Bahadır Güngördü,,GK,Konyaspor,28-146,1997,21,21,"1,89",21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.00,0.00,0.00,Matches,bahadır gungordu,bahadır gungordu,bahadır gungordu,600 bin €
242,Göktan Gürpüz,deÂ GER,MF,Gençlerbirliği,23-101,2003,28,25,"1,907",21.Åub,0,5,5,0,0,0,2,0,0.0,0.24,0.24,0.00,0.24,Matches,goktan gurpuz,goktan gurpuz,goktan gurpuz,2.00 mil. €
244,Pape Habib Guèye,snÂ SEN,FW,Kasımpaşa,26-225,1999,24,16,"1,549",17.Åub,5,0,5,5,0,1,5,1,0.29,0.0,0.29,0.29,0.29,Matches,pape habib gueye,pape habib gueye,pape habib gueye,1.50 mil. €
245,Florent Hadergjonaj,xkÂ KVX,MF,Alanyaspor,31-276,1994,26,22,"1,941",21.Haz,5,7,12,3,2,2,4,0,0.23,0.32,0.56,0.14,0.46,Matches,florent hadergjonaj,florent hadergjonaj,florent hadergjonaj,1.50 mil. €
246,Ianis Hagi,roÂ ROU,"MF,FW",Alanyaspor,27-193,1998,23,16,"1,349",15.0,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.20,0.33,Matches,ianis hagi,ianis hagi,ianis hagi,1.80 mil. €
247,Massadio Haïdara,mlÂ MLI,DF,Kocaelispor,33-152,1992,20,18,"1,543",17.Oca,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.00,0.06,Matches,massadio haidara,massadio haidara,massadio haidara,800 bin €
249,Matěj Hanousek,czÂ CZE,DF,Gençlerbirliği,32-335,1993,21,13,"1,276",14.Åub,0,0,0,0,0,0,1,0,0.0,0.0,0.00,0.00,0.00,Matches,matej hanousek,matej hanousek,matej hanousek,150 bin €
250,Amine Harit,maÂ MAR,MF,Başakşehir,28-319,1997,22,18,"1,427",15.Eyl,2,3,5,2,0,0,2,0,0.13,0.19,0.32,0.13,0.32,Matches,amine harit,amine harit,amine harit,5.00 mil. €
251,Mustafa Hekimoğlu,trÂ TUR,FW,Beşiktaş,19-011,2007,16,2,340,3.AÄu,1,0,1,1,0,0,2,0,0.26,0.0,0.26,0.26,0.26,Matches,mustafa hekimoglu,mustafa hekimoglu,mustafa hekimoglu,5.00 mil. €
252,Héliton,brÂ BRA,DF,Göztepe,30-171,1995,30,30,"2,7",30.0,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.00,0.03,Matches,heliton,heliton,heliton,1.00 mil. €
253,Carlo Holse,dkÂ DEN,MF,Samsunspor,26-335,1999,29,27,"2,42",26.Eyl,8,3,11,8,0,0,1,0,0.3,0.11,0.41,0.30,0.41,Matches,carlo holse,carlo holse,carlo holse,6.00 mil. €
255,Oh Hyeon-gyu,krÂ KOR,FW,Beşiktaş,25-021,2001,12,11,994,11.0,6,1,7,6,0,0,1,0,0.54,0.09,0.63,0.54,0.63,Matches,oh hyeon-gyu,hyeon-gyu oh,hyeon-gyu oh,15.00 mil. €
256,Casper Højer Nielsen,dkÂ DEN,DF,Rizespor,31-164,1994,30,30,"2,543",28.Mar,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.00,0.04,Matches,casper højer nielsen,casper højer,casper højer,1.20 mil. €
257,Melih Ibrahimoglu,trÂ TUR,MF,Konyaspor,25-290,2000,28,26,"2,184",24.Mar,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches,melih ibrahimoglu,melih ibrahimoglu,melih ibrahimoglu,1.80 mil. €
